Unnamed: 0,Total_Codes_Applied,Codes_Applied
307 : Undergraduate Research Participation Is Associated With Improved Student Outcomes at a Hispanic-Serving Institution.,11,"A : Academic Success, AW : General Perceptions and Experiences, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BP : Minority Serving Institution, BS : Program type, BW : Not Specified, CA : Underrepresented Group, CB : Use of Mentorship and Campus Supports"
308 : Undergraduate research programs build skills for diverse students,10,"F : STEM, AY : Graduate School and Career, BB : Mixed or Multi-Methods, BL : Non-cognitive skills, BM : Primary Institutional Context, BR : Undefined, BS : Program type, BX : Summer-Based Program, CA : Underrepresented Group"
"309 : Undergraduate Research~ I Am Not Sure What It Is, But I Don't Have Time to Do It Anyway.",9,"B : Access to UREs, F : STEM, BD : Quantitative, BK : Negative experience or outcome, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified, CA : Underrepresented Group"
310 : Undergraduate Science Research~ A Comparison of Influences and Experiences between Premed and Non-Premed Students,10,"B : Access to UREs, F : STEM, AY : Graduate School and Career, AZ : Identity Development, BB : Mixed or Multi-Methods, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified"
"311 : UNDERGRADUATE STUDENT ATTITUDES AND PERSPECTIVES OF THE ACCESSIBILITY, SUPPORTIVENESS, AND APPRECIATION OF RESEARCH OPPORTUNITIES IN THE HEALTH SCIENCES.",9,"B : Access to UREs, F : STEM, AW : General Perceptions and Experiences, BB : Mixed or Multi-Methods, BK : Negative experience or outcome, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified"
"312 : Undergraduate students' development of social, cultural, and human capital in a networked research experience.",14,"B : Access to UREs, F : STEM, AW : General Perceptions and Experiences, AY : Graduate School and Career, AZ : Identity Development, BB : Mixed or Multi-Methods, BK : Negative experience or outcome, BL : Non-cognitive skills, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BV : Mixed modality, BY : Sense of belonging, CB : Use of Mentorship and Campus Supports"
313 : Undergraduates from underrepresented groups gain research skills and career aspirations through summer research fellowship.,16,"A : Academic Success, B : Access to UREs, F : STEM, AW : General Perceptions and Experiences, AY : Graduate School and Career, AZ : Identity Development, BC : Qualitative, BK : Negative experience or outcome, BL : Non-cognitive skills, BM : Primary Institutional Context, BR : Undefined, BS : Program type, BX : Summer-Based Program, BY : Sense of belonging, CA : Underrepresented Group, CB : Use of Mentorship and Campus Supports"
314 : Undergraduates Interested in STEM Research Are Better Students than Their Peers.,9,"A : Academic Success, B : Access to UREs, F : STEM, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BO : Community College, BS : Program type, BT : Course-Based Program"
315 : Undergraduates' Graph Interpretation and Scientific Paper Reading Shift from Novice- to Expert-Like as a Result of Participation in a Summer Research Experience~ A Case Study,6,"F : STEM, AV : FLAG, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program"
316 : Understanding College Generational Status in the Undergraduate Research Mentored Relationship.,10,"E : Social Sciences and or Humanities, AZ : Identity Development, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty, CA : Underrepresented Group, CB : Use of Mentorship and Campus Supports"
317 : Understanding How Research Experiences Foster Undergraduate Research Skill Development and Inluence STEM Career Choice.,8,"F : STEM, AY : Graduate School and Career, BB : Mixed or Multi-Methods, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program"
318 : Understanding How Undergraduate Research Experiences Influence Student Aspirations for Research Careers and Graduate Education,11,"A : Academic Success, F : STEM, AY : Graduate School and Career, AZ : Identity Development, BC : Qualitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BV : Mixed modality, CB : Use of Mentorship and Campus Supports"
319 : Understanding the Experiences of First-Generation College Students in CUREs through Written Reflections,12,"B : Access to UREs, E : Social Sciences and or Humanities, F : STEM, AW : General Perceptions and Experiences, BC : Qualitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program, CA : Underrepresented Group, CB : Use of Mentorship and Campus Supports"
320 : Understanding the role of the mentor in developing research competency among undergraduate researchers.,8,"E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty, CB : Use of Mentorship and Campus Supports"
321 : Understanding Undergraduate Research Experiences from the Student Perspective~ A Phenomenological Study of a Summer Student Research Program.,11,"A : Academic Success, E : Social Sciences and or Humanities, F : STEM, AW : General Perceptions and Experiences, BC : Qualitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program, CB : Use of Mentorship and Campus Supports"
322 : Understanding Undergraduate Research Experiences through the Lens of Problem-based Learning~ Implications for Curriculum Translation.,10,"B : Access to UREs, F : STEM, AW : General Perceptions and Experiences, BB : Mixed or Multi-Methods, BK : Negative experience or outcome, BM : Primary Institutional Context, BN : 4-Year University, BQ : Multi-institutional, BS : Program type, BX : Summer-Based Program"
323 : Using the National Survey of Student Engagement to Measure Undergraduate Research Participation,7,"E : Social Sciences and or Humanities, F : STEM, AV : FLAG, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BW : Not Specified"
324 : What About Us~ Exploring the Challenges and Sources of Support Influencing Black Students' STEM Identity Development in Postsecondary Education.,11,"F : STEM, AY : Graduate School and Career, AZ : Identity Development, BC : Qualitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program, CA : Underrepresented Group, CB : Use of Mentorship and Campus Supports"
325 : What Do They Expect~ A Comparison of Student Expectations and Outcomes of Undergraduate Research Experiences.,13,"A : Academic Success, F : STEM, AW : General Perceptions and Experiences, AY : Graduate School and Career, BB : Mixed or Multi-Methods, BK : Negative experience or outcome, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified, BY : Sense of belonging, CB : Use of Mentorship and Campus Supports"
326 : What Knowledge of Responsible Conduct of Research Do Undergraduates Bring to Their Undergraduate Research Experiences~,8,"F : STEM, BD : Quantitative, BK : Negative experience or outcome, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified"
327 : What Prevents Business Faculty and Latino Business Students from Participating in Undergraduate Research~,11,"B : Access to UREs, E : Social Sciences and or Humanities, AV : FLAG, BC : Qualitative, BK : Negative experience or outcome, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified, CA : Underrepresented Group"
328 : What We Know and What We Need to Know about Undergraduate Research,9,"A : Academic Success, E : Social Sciences and or Humanities, F : STEM, AV : FLAG, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program"
"329 : Where Are They Now~ Winners of a Library Prize for Undergraduate Research~ A Survey at the University of California, Berkeley",11,"A : Academic Success, E : Social Sciences and or Humanities, F : STEM, AY : Graduate School and Career, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified, CB : Use of Mentorship and Campus Supports"
330 : Who produces knowledge~ Transforming undergraduate students' views of science through participatory action research.,11,"F : STEM, AY : Graduate School and Career, AZ : Identity Development, BC : Qualitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BX : Summer-Based Program, BY : Sense of belonging, CA : Underrepresented Group"
331 : ~A Place to Be Heard and to Hear~~ the Humanities Collaboratory as a Model for Cross-College Cooperation and Relationship-Building in Undergraduate Research.,11,"C : COVID-19, E : Social Sciences and or Humanities, BB : Mixed or Multi-Methods, BE : Modality, BF : In-Person Program, BM : Primary Institutional Context, BN : 4-Year University, BO : Community College, BP : Minority Serving Institution, BS : Program type, BX : Summer-Based Program"
332 : ~Entering Research~~ A Course that Creates Community and Structure for Beginning Undergraduate Researchers in the STEM Disciplines,8,"F : STEM, BB : Mixed or Multi-Methods, BE : Modality, BF : In-Person Program, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program"
333 : ~How Do We Do This at a Distance~!~ A Descriptive Study of Remote Undergraduate Research Programs during COVID-19,11,"C : COVID-19, F : STEM, BB : Mixed or Multi-Methods, BE : Modality, BI : Online Program, BM : Primary Institutional Context, BN : 4-Year University, BQ : Multi-institutional, BR : Undefined, BS : Program type, BX : Summer-Based Program"
334 : ~I Definitely Feel Like a Scientist~~ Exploring Science Identity Trajectories among Latinx Students in a Critical Race Theory-Informed Undergraduate Research Experience,10,"F : STEM, BB : Mixed or Multi-Methods, BE : Modality, BH : Not Specified, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program, BU : Individual Apprenticeship or Assistantship with Faculty, BV : Mixed modality"
335 : ~I Think I'm the Bridge~~ Exploring Mentored Undergraduate Research Experiences in Critical Multicultural Education.,9,"E : Social Sciences and or Humanities, BC : Qualitative, BE : Modality, BH : Not Specified, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program, BU : Individual Apprenticeship or Assistantship with Faculty"
