Article_ID,Original_Identifier,Title,Extracted_Year,Extracted_Author,Title_Length,Total_Codes_Applied,Number_of_Codes,Codes_Applied,Code_Frequencies,Code_A : Academic Success,Code_B : Access to UREs,Code_C : COVID-19,Code_D : Discipline,Code_E : Social Sciences and or Humanities,Code_F : STEM,Code_G : Experiences and Outcomes of URE,Code_H : Academic Success,Code_I : Awards,Code_J : GPA,Code_K : Graduation,Code_L : Persistence and Retention,Code_M : Publications,Code_N : Transfer,Code_O : Access to UREs,Code_P : Application Experiences,Code_Q : Barriers to URE,Code_R : Share of URM Students,Code_S : General Perceptions and Experiences,Code_T : Experiences,Code_U : Program Expectations,Code_V : Satisfaction,Code_W : Graduate School and Career,Code_X : Aspirations OR Expectations related to attending Graduate School,Code_Y : Career Readiness,Code_Z : Earnings,Code_AA : Employment,Code_AB : Enrollment in a Graduate Program,Code_AC : Future or Long-Term Planning,Code_AD : Identity Development,Code_AE : Individual Identity Development,Code_AF : Professional Identity Development,Code_AG : Non-Cognitive Skills,Code_AH : Communication,Code_AI : Critical Thinking,Code_AJ : General Self-Efficacy OR Research Self-Efficacy OR Confidence,Code_AK : Leadership,Code_AL : Resilience and Perseverance,Code_AM : Teamwork and Collaboration and Interpersonal Skills,Code_AN : Technical Skills,Code_AO : Time Management and Organization,Code_AP : Use of Mentorship and Campus Supports,Code_AQ : Faculty,Code_AR : Peer,Code_AS : Well-being,Code_AT : Anxiety,Code_AU : Well-being and Mental Health,Code_AV : FLAG,Code_AW : General Perceptions and Experiences,Code_AX : General Perceptions.Experiences,Code_AY : Graduate School and Career,Code_AZ : Identity Development,Code_BA : Methodology,Code_BB : Mixed or Multi-Methods,Code_BC : Qualitative,Code_BD : Quantitative,Code_BE : Modality,Code_BF : In-Person Program,Code_BG : Mixed-Mode Program,Code_BH : Not Specified,Code_BI : Online Program,Code_BJ : Negative,Code_BK : Negative experience or outcome,Code_BL : Non-cognitive skills,Code_BM : Primary Institutional Context,Code_BN : 4-Year University,Code_BO : Community College,Code_BP : Minority Serving Institution,Code_BQ : Multi-institutional,Code_BR : Undefined,Code_BS : Program type,Code_BT : Course-Based Program,Code_BU : Individual Apprenticeship or Assistantship with Faculty,Code_BV : Mixed modality,Code_BW : Not Specified,Code_BX : Summer-Based Program,Code_BY : Sense of belonging,Code_BZ : Underrepresented,Code_CA : Underrepresented Group,Code_CB : Use of Mentorship and Campus Supports,Code_CC : Well-being
252,252 : Students' Experiences and Perceptions of the Scientific Research Culture after Participating in Different Course-Based Undergraduate Research Experience Models,Students' Experiences and Perceptions of the Scientific Research Culture after Participating in Different Course-Based Undergraduate Research Experience Models,,252,165,10,10,"F : STEM, AW : General Perceptions and Experiences, BC : Qualitative, BK : Negative experience or outcome, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BP : Minority Serving Institution, BS : Program type, BT : Course-Based Program","F : STEM(1), AW : General Perceptions and Experiences(1), BC : Qualitative(1), BK : Negative experience or outcome(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BP : Minority Serving Institution(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
253,253 : Successful Student Transitions from the Community College to the Four-Year College Facilitated by Undergraduate Research.,Successful Student Transitions from the Community College to the Four-Year College Facilitated by Undergraduate Research.,,253,127,10,10,"A : Academic Success, F : STEM, AY : Graduate School and Career, BC : Qualitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BV : Mixed modality, CA : Underrepresented Group","A : Academic Success(1), F : STEM(1), AY : Graduate School and Career(1), BC : Qualitative(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BV : Mixed modality(1), CA : Underrepresented Group(1)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
254,254 : Supporting STEM Transfer Students through Cross-Institutional Undergraduate Research Experiences,Supporting STEM Transfer Students through Cross-Institutional Undergraduate Research Experiences,,254,102,13,13,"A : Academic Success, F : STEM, AY : Graduate School and Career, AZ : Identity Development, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BX : Summer-Based Program, BY : Sense of belonging, CA : Underrepresented Group, CB : Use of Mentorship and Campus Supports","A : Academic Success(1), F : STEM(1), AY : Graduate School and Career(1), AZ : Identity Development(1), BD : Quantitative(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BX : Summer-Based Program(1), BY : Sense of belonging(1), CA : Underrepresented Group(1), CB : Use of Mentorship and Campus Supports(1)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0
255,255 : Survey of Undergraduate Research Experiences (SURE)~ First Findings,Survey of Undergraduate Research Experiences (SURE)~ First Findings,,255,73,11,11,"F : STEM, AW : General Perceptions and Experiences, AY : Graduate School and Career, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BW : Not Specified, CA : Underrepresented Group, CB : Use of Mentorship and Campus Supports","F : STEM(1), AW : General Perceptions and Experiences(1), AY : Graduate School and Career(1), BD : Quantitative(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BW : Not Specified(1), CA : Underrepresented Group(1), CB : Use of Mentorship and Campus Supports(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
256,256 : Survey Study Investigating the Significance of Conference Participation to Undergraduate Research Students.,Survey Study Investigating the Significance of Conference Participation to Undergraduate Research Students.,,256,113,8,8,"F : STEM, AV : FLAG, BD : Quantitative, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BW : Not Specified, CA : Underrepresented Group","F : STEM(1), AV : FLAG(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BW : Not Specified(1), CA : Underrepresented Group(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
257,257 : Teaching Social Justice Research to Undergraduate Students in Puerto Rico~ Using Personal Experiences to Inform Research.,Teaching Social Justice Research to Undergraduate Students in Puerto Rico~ Using Personal Experiences to Inform Research.,,257,127,9,9,"AW : General Perceptions and Experiences, AZ : Identity Development, BC : Qualitative, BK : Negative experience or outcome, BM : Primary Institutional Context, BR : Undefined, BS : Program type, BW : Not Specified, BY : Sense of belonging","AW : General Perceptions and Experiences(1), AZ : Identity Development(1), BC : Qualitative(1), BK : Negative experience or outcome(1), BM : Primary Institutional Context(1), BR : Undefined(1), BS : Program type(1), BW : Not Specified(1), BY : Sense of belonging(1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
258,258 : The Association of First-Generation Status and Mentored Research with Research Self-Efficacy and Outcome Expectancy in Undergraduate Early Research Experiences.,The Association of First-Generation Status and Mentored Research with Research Self-Efficacy and Outcome Expectancy in Undergraduate Early Research Experiences.,,258,166,8,8,"E : Social Sciences and or Humanities, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BV : Mixed modality, CA : Underrepresented Group","E : Social Sciences and or Humanities(1), BD : Quantitative(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BV : Mixed modality(1), CA : Underrepresented Group(1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
259,259 : The Emerging STEM Paths and Science Identities of Hispanic~Latinx College Students~ Examining the Impact of Multiple Undergraduate Research Experiences,The Emerging STEM Paths and Science Identities of Hispanic~Latinx College Students~ Examining the Impact of Multiple Undergraduate Research Experiences,,259,157,14,14,"F : STEM, AW : General Perceptions and Experiences, AY : Graduate School and Career, AZ : Identity Development, BC : Qualitative, BK : Negative experience or outcome, BL : Non-cognitive skills, BM : Primary Institutional Context, BP : Minority Serving Institution, BS : Program type, BT : Course-Based Program, CA : Underrepresented Group, CB : Use of Mentorship and Campus Supports, CC : Well-being","F : STEM(1), AW : General Perceptions and Experiences(1), AY : Graduate School and Career(1), AZ : Identity Development(1), BC : Qualitative(1), BK : Negative experience or outcome(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BP : Minority Serving Institution(1), BS : Program type(1), BT : Course-Based Program(1), CA : Underrepresented Group(1), CB : Use of Mentorship and Campus Supports(1), CC : Well-being(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
260,260 : The Essential Features of Undergraduate Research,The Essential Features of Undergraduate Research,,260,54,4,4,"AV : FLAG, AY : Graduate School and Career, BL : Non-cognitive skills, CB : Use of Mentorship and Campus Supports","AV : FLAG(1), AY : Graduate School and Career(1), BL : Non-cognitive skills(1), CB : Use of Mentorship and Campus Supports(1)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
261,"261 : The Genesis, Evolution, and Influence of Undergraduate Research Mentoring Relationships.","The Genesis, Evolution, and Influence of Undergraduate Research Mentoring Relationships.",,261,94,11,11,"E : Social Sciences and or Humanities, F : STEM, AY : Graduate School and Career, AZ : Identity Development, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty, BY : Sense of belonging, CB : Use of Mentorship and Campus Supports","E : Social Sciences and or Humanities(1), F : STEM(1), AY : Graduate School and Career(1), AZ : Identity Development(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1), BY : Sense of belonging(1), CB : Use of Mentorship and Campus Supports(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
262,262 : The Impact of an Undergraduate Research Experience on Graduate Degree Attainment across Academic Divisions,The Impact of an Undergraduate Research Experience on Graduate Degree Attainment across Academic Divisions,,262,112,1,1,AV : FLAG,AV : FLAG(1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,263 : The Impact of Early Participation in Undergraduate Research Experiences on Multiple Measures of Premed Path Success,The Impact of Early Participation in Undergraduate Research Experiences on Multiple Measures of Premed Path Success,,263,121,8,8,"A : Academic Success, F : STEM, AY : Graduate School and Career, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","A : Academic Success(1), F : STEM(1), AY : Graduate School and Career(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
264,264 : The Impact of the COVID-19 Pandemic on Sense of Belonging and Science Outcomes among Biomedical Science Students~ A Longitudinal Study.,The Impact of the COVID-19 Pandemic on Sense of Belonging and Science Outcomes among Biomedical Science Students~ A Longitudinal Study.,,264,141,10,10,"C : COVID-19, F : STEM, AZ : Identity Development, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified, BY : Sense of belonging","C : COVID-19(1), F : STEM(1), AZ : Identity Development(1), BD : Quantitative(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BW : Not Specified(1), BY : Sense of belonging(1)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
265,"265 : The Impact of Undergraduate Research and Student Characteristics on Student Success Metrics at an Urban, Minority Serving, Commuter, Public Institution.","The Impact of Undergraduate Research and Student Characteristics on Student Success Metrics at an Urban, Minority Serving, Commuter, Public Institution.",,265,158,9,9,"A : Academic Success, E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BM : Primary Institutional Context, BP : Minority Serving Institution, BS : Program type, BT : Course-Based Program, CA : Underrepresented Group","A : Academic Success(1), E : Social Sciences and or Humanities(1), F : STEM(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BP : Minority Serving Institution(1), BS : Program type(1), BT : Course-Based Program(1), CA : Underrepresented Group(1)",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
266,266 : The Impact of Undergraduate Research Experience Intensity on Measures of Student Success.,The Impact of Undergraduate Research Experience Intensity on Measures of Student Success.,,266,95,9,9,"A : Academic Success, E : Social Sciences and or Humanities, F : STEM, AY : Graduate School and Career, BD : Quantitative, BM : Primary Institutional Context, BP : Minority Serving Institution, BS : Program type, BV : Mixed modality","A : Academic Success(1), E : Social Sciences and or Humanities(1), F : STEM(1), AY : Graduate School and Career(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BP : Minority Serving Institution(1), BS : Program type(1), BV : Mixed modality(1)",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
267,267 : The Impact Of Undergraduate Research Experiences On Participants' Career Decisions.,The Impact Of Undergraduate Research Experiences On Participants' Career Decisions.,,267,89,10,10,"F : STEM, AY : Graduate School and Career, AZ : Identity Development, BB : Mixed or Multi-Methods, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program, CA : Underrepresented Group","F : STEM(1), AY : Graduate School and Career(1), AZ : Identity Development(1), BB : Mixed or Multi-Methods(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1), CA : Underrepresented Group(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
268,268 : The Impact of Undergraduate Research on Academic Success,The Impact of Undergraduate Research on Academic Success,,268,62,5,5,"A : Academic Success, AV : FLAG, BD : Quantitative, BS : Program type, BW : Not Specified","A : Academic Success(1), AV : FLAG(1), BD : Quantitative(1), BS : Program type(1), BW : Not Specified(1)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
269,269 : The Influence of a Research Experiences for Undergraduates Program on Student Perceptions and Desire to Attend Graduate School.,The Influence of a Research Experiences for Undergraduates Program on Student Perceptions and Desire to Attend Graduate School.,,269,133,11,11,"A : Academic Success, F : STEM, AW : General Perceptions and Experiences, AY : Graduate School and Career, BB : Mixed or Multi-Methods, BK : Negative experience or outcome, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program","A : Academic Success(1), F : STEM(1), AW : General Perceptions and Experiences(1), AY : Graduate School and Career(1), BB : Mixed or Multi-Methods(1), BK : Negative experience or outcome(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
270,270 : The Influence of Materials Science and Engineering Undergraduate Research Experiences on Public Communication Skills.,The Influence of Materials Science and Engineering Undergraduate Research Experiences on Public Communication Skills.,,270,123,7,7,"F : STEM, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BV : Mixed modality","F : STEM(1), BD : Quantitative(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BV : Mixed modality(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
271,"271 : The Influence of On-Campus, Academic Year Undergraduate Research on STEM Ph.D. Outcomes~ Evidence From the Meyerhoff Scholarship Program.","The Influence of On-Campus, Academic Year Undergraduate Research on STEM Ph.D. Outcomes~ Evidence From the Meyerhoff Scholarship Program.",,271,143,9,9,"B : Access to UREs, F : STEM, AY : Graduate School and Career, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program, CA : Underrepresented Group","B : Access to UREs(1), F : STEM(1), AY : Graduate School and Career(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1), CA : Underrepresented Group(1)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
272,"272 : The Influence of Research Participation, Field of Study, and Gender on Research Self-Efficacy.","The Influence of Research Participation, Field of Study, and Gender on Research Self-Efficacy.",,272,100,9,9,"B : Access to UREs, E : Social Sciences and or Humanities, F : STEM, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BR : Undefined, BS : Program type, BW : Not Specified","B : Access to UREs(1), E : Social Sciences and or Humanities(1), F : STEM(1), BD : Quantitative(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BR : Undefined(1), BS : Program type(1), BW : Not Specified(1)",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
273,273 : The influence of undergraduate research assistant experiences on future nursing roles.,The influence of undergraduate research assistant experiences on future nursing roles.,,273,92,10,10,"A : Academic Success, F : STEM, AY : Graduate School and Career, BC : Qualitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BR : Undefined, BS : Program type, BV : Mixed modality, CB : Use of Mentorship and Campus Supports","A : Academic Success(1), F : STEM(1), AY : Graduate School and Career(1), BC : Qualitative(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BR : Undefined(1), BS : Program type(1), BV : Mixed modality(1), CB : Use of Mentorship and Campus Supports(1)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
274,274 : The KEYSTONE Program~ A Model for STEM Student Success and Retention at a Small Liberal Arts College.,The KEYSTONE Program~ A Model for STEM Student Success and Retention at a Small Liberal Arts College.,,274,107,7,7,"F : STEM, AV : FLAG, BC : Qualitative, BM : Primary Institutional Context, BO : Community College, BS : Program type, BV : Mixed modality","F : STEM(1), AV : FLAG(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BO : Community College(1), BS : Program type(1), BV : Mixed modality(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
275,275 : The link between high-impact practices and student learning~ some longitudinal evidence.,The link between high-impact practices and student learning~ some longitudinal evidence.,,275,94,7,7,"E : Social Sciences and or Humanities, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BW : Not Specified","E : Social Sciences and or Humanities(1), BD : Quantitative(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BW : Not Specified(1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
276,276 : The Long-Term Impact of Undergraduate Internships and Research Experiences in Psychology~ An Alumni Survey Study.,The Long-Term Impact of Undergraduate Internships and Research Experiences in Psychology~ An Alumni Survey Study.,,276,119,9,9,"E : Social Sciences and or Humanities, AW : General Perceptions and Experiences, AY : Graduate School and Career, BD : Quantitative, BL : Non-cognitive skills, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","E : Social Sciences and or Humanities(1), AW : General Perceptions and Experiences(1), AY : Graduate School and Career(1), BD : Quantitative(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
277,277 : The Perspective of Undergraduate Research Participant Pool Nonparticipants.,The Perspective of Undergraduate Research Participant Pool Nonparticipants.,,277,81,8,8,"E : Social Sciences and or Humanities, F : STEM, AV : FLAG, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","E : Social Sciences and or Humanities(1), F : STEM(1), AV : FLAG(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
278,278 : The Purpose of Research~ What Undergraduate Students Say,The Purpose of Research~ What Undergraduate Students Say,,278,62,1,1,AV : FLAG,AV : FLAG(1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279 : The Relationship between Undergraduate Research Participation and Subsequent Research Performance of Early Career STEM Graduate Students.,The Relationship between Undergraduate Research Participation and Subsequent Research Performance of Early Career STEM Graduate Students.,,279,143,11,11,"F : STEM, AW : General Perceptions and Experiences, AY : Graduate School and Career, BB : Mixed or Multi-Methods, BK : Negative experience or outcome, BL : Non-cognitive skills, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BW : Not Specified, CB : Use of Mentorship and Campus Supports","F : STEM(1), AW : General Perceptions and Experiences(1), AY : Graduate School and Career(1), BB : Mixed or Multi-Methods(1), BK : Negative experience or outcome(1), BL : Non-cognitive skills(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BW : Not Specified(1), CB : Use of Mentorship and Campus Supports(1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
